company_name	location	labor_bureau	first_appeared	last_appeared	duration_days	violation_law	violation_summary	prosecution_date	status	crossed_data_gap
福興産業（株）	兵庫県姫路市網干区	兵庫労働局	2025-03-21			労働安全衛生法第20条 クレーン等安全規則第32条	クレーン作業で、荷を吊ったままクレーン 運転者を運転位置から離れさせたもの	2025-03-21	active	
フナハシ技研（株）	愛知県一宮市	愛知労働局	2024-09-25			労働安全衛生法第61条 労働安全衛生施行令第20条 労働安全衛生規則第41条	つり上げ荷重10.2トンのホイスト式天井ク レーンを運転するにあたり、無資格者が就 労したもの	2024-09-25	active	
熊本鉄構（株）	熊本県宇城市	熊本労働局	2025-03-17			労働安全衛生法第61条 クレーン等安全規則第22条	無資格の労働者にクレーンの運転業務及び 玉掛けの業務を行わせたもの	2025-03-17	active	
アジアカンパニー（株）	三重県四日市市日永西	三重労働局	2025-04-22			労働基準法第24条	労働者１名に対する１か月分の定期賃金約 18万円を、所定支払日に支払わなかったも の	2025-04-22	active	
個人事業主	大阪府東大阪市	大阪労働局	2025-03-11			労働安全衛生法第21条 労働安全衛生規則第519条	労働者に高さ4.89ｍの屋根上の作業床の端 で塗装作業を行わせるにあたり、墜落防止 措置を講じなかったもの	2025-03-11	active	
（株）サンライフ	茨城県つくば市	茨城労働局	2025-03-10			最低賃金法第４条	労働者７名に対し、２か月分の賃金約170 万円を支払わなかったもの		active	
（有）吉田製作所	大阪府東大阪市	大阪労働局	2025-03-25			労働安全衛生法第20条 労働安全衛生規則第131条	労働者にプレス機械を使用してプレス加工 作業を行わせるに当たり、法令で定める性 能を有する安全装置を使用せずに労働者に 作業させたもの	2025-03-25	active	
（株）鈴木林業	北海道檜山郡厚沢部町	北海道労働局	2025-01-22			労働安全衛生法違反第21条 労働安全衛生規則第481条	伐木の作業を行っていた際、伐倒しようと する立木の高さの２倍に相当する距離を半 径とする円形の内側に他の労働者を立ち入 らせたもの	2025-01-22	active	
（株）アルナ矢野特車	滋賀県米原市	滋賀労働局	2025-03-03			労働安全衛生法第22条 粉じん障害防止規則第27条	手持ち式動力工具を用いて金属のばり取り 作業を行わせるにあたり、有効な呼吸用保 護具を使用させなかったもの		active	
（同）ＤＩＭＡ	愛知県北名古屋市	愛知労働局	2025-01-24			労働基準法第32条	法定の除外事由なく時間外労働を行ったも の	2025-01-24	active	
（有）石部建材店	静岡県静岡市葵区	静岡労働局	2024-09-10			労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格者が、フォークリフトの運転業務を 行ったもの	2024-09-10	active	
（株）創ファニチャー	北海道札幌市手稲区	北海道労働局	2025-04-21			労働安全衛生法第20条 労働安全衛生規則第27条	労働者に木材加工用丸のこ盤を使用させる に当たり、構造規格を具備していない歯の 接触予防装置をつけていたもの	2025-04-21	active	
アイニチ（株）	大阪府大阪市東成区	大阪労働局	2025-03-26			労働安全衛生法第37条 労働安全衛生法施行令第12条 クレーン等安全規則第138条	労働局長の製造許可を受けることなく、受 注先工場において、積載荷重1.3トンのエ レベーターの製造を共同で行ったもの	2025-03-26	active	
（株）ステイファーム	大阪府門真市	大阪労働局	2025-01-31			労働安全衛生法第14条 労働安全衛生規則第134条	プレス機械作業主任者が同プレス機械とそ の安全装置に設けられていた切替えキース イッチのキーを保管していなかったもの	2025-01-31	active	
（同）しんぷる	栃木県宇都宮市	栃木労働局	2025-03-19			労働基準法第24条	労働者１名に、約２か月分の定期賃金合計 約50万円を支払わなかったもの	2025-03-19	active	
ターフエナジー（株）	北海道野付郡別海町	北海道労働局	2024-12-11			労働安全衛生法第20条 労働安全衛生規則第151条の7	運転中の貨物自動車に接触することにより 労働者に危険を及ぼすおそれのある箇所に 労働者を立ち入らせたもの	2024-12-11	active	
仲総合給食（株）	大阪府吹田市	大阪労働局	2025-02-13			労働基準法第32条	労働者４名に、36協定の締結・届出なく違 法な時間外労働を行わせたもの	2025-02-13	active	
（学）東大寺学園	奈良県奈良市	奈良労働局	2025-03-17			労働基準法第37条	教員36名に対して１か月分の時間外・休日 労働に対する割増賃金の一部約130万円を 所定支払日に支払わなかったもの	2025-03-17	active	
かさねや 長崎店	長崎県長崎市	長崎労働局	2025-03-10			最低賃金法第４条	労働者８名に、８か月間の定期賃金合計約 約140万円を支払わなかったもの	2025-03-10	active	
エム・エムブリッジ（株）	広島県広島市	茨城労働局	2024-09-19			労働安全衛生法第31条 労働安全衛生規則第653条	関係請負人の労働者に作業を行わせるの に、労働者が安全に昇降するための設備等 を設けていなかったもの	2024-09-19	active	
丸昭建設（株）	熊本県人吉市	熊本労働局	2025-03-13			労働安全衛生法第30条 労働安全衛生規則第636条	特定元方事業者と関係請負人の間における 連絡及び調整を行わなかったもの	2025-03-13	active	
アサヒロジスティクス（株）	埼玉県さいたま市	埼玉労働局	2025-04-16			労働安全衛生法第21条 労働安全衛生規則第519条	高さ２ｍ以上の作業床の端で、墜落防止措 置を講じることなく、労働者に作業を行わ せたもの	2025-04-16	active	
（株）Ｑｕａｔｔｒｏ	兵庫県神戸市灘区	兵庫労働局	2025-04-22			最低賃金法第４条	労働者２名に、１か月分の定期賃金合計約 48万円を支払わなかったもの	2025-04-22	active	
（株）愛知警備保障	愛知県瀬戸市	愛知労働局	2024-11-20			労働基準法第101条 労働基準法第120条	労働基準監督官に対し虚偽の記載をした帳 簿書類を提出したもの	2024-11-20	active	
（株）三重厚生会	三重県松阪市嬉野中川町	三重労働局	2025-03-21			労働基準法第32条	労働者１名に、36協定の締結・届出を行う ことなく、違法な時間外労働を行わせたも の	2025-03-21	active	
（株）日榮	栃木県那須塩原市	栃木労働局	2025-02-17			労働安全衛生法第20条 労働安全衛生規則第101条	ベルトコンベヤー端部のプーリー及びベル トに覆い等を設けていなかったもの	2025-02-17	active	
（株）ワイエスケー	宮城県東松島市	宮城労働局	2025-03-14			労働基準法第15条	労働者を雇い入れるに際して、労働条件に ついて、書面を交付する等により明示しな かったもの	2025-03-14	active	
陽春グリーン	福岡県久留米市	福岡労働局	2025-03-19			労働安全衛生法第20条 労働安全衛生規則第107条	粉砕機の排出口付近に溜まったチップを除 去する際に、粉砕機の運転を停止させずに 作業を行わせたもの	2025-03-19	active	
（医）徳洲会	大阪府大阪市北区	大阪労働局	2025-03-25			労働基準法第32条 労働基準法第35条	１か月当たり80時間を超える時間外・休日 労働が複数の事業場において認められたも の		active	
ＳＰ（株）	兵庫県西宮市	兵庫労働局	2025-04-25			労働安全衛生法第66条 労働安全衛生規則第44条	労働者に１年以内ごとに１回、定期に健康 診断を行っていなかったもの	2025-04-25	active	
マルナカ水産（株）	茨城県日立市	茨城労働局	2024-11-06			最低賃金法第４条	労働者５名に対し、２か月分の賃金約54万 円を支払わなかったもの	2024-11-06	active	
（株）ＲＥＸ	愛知県小牧市	愛知労働局	2025-03-10			労働基準法第32条 労働基準法第36条	36協定の限度時間を超え、時間外・休日労 働を、月に100時間以上、２か月の期間を 平均して80時間を超えたもの	2025-03-10	active	
（同）ＤＵＧ研究所	岡山県笠岡市	岡山労働局	2025-03-18			最低賃金法第４条	労働者５名に、16か月間分の定期賃金合計 約500万円を支払わなかったもの	2025-03-18	active	
（同）ｎｅｘｔ Ｏｎｅ	広島県広島市安佐北区	広島労働局	2024-11-01			最低賃金法第４条	労働者２名に、３か月分の定期賃金約29万 円を支払わなかったもの	2024-11-01	active	
（株）オウカ	愛知県日進市	愛知労働局	2025-02-03			労働安全衛生法第66条 労働安全衛生規則第44条	労働者３名に対し、１年に１回、定期に医 師による健康診断を行っていなかったもの	2025-02-03	active	
アナン通商（株）	京都府京田辺市	京都労働局	2025-03-07			労働安全衛生法第61条 労働安全衛生施行令第20条	無資格の労働者にクレーンの玉掛けの業務 を行わせたもの	2025-03-07	active	
片山特殊鍛工（株）	茨城県坂東市	茨城労働局	2024-08-28			労働安全衛生法第20条 労働安全衛生規則第147条	鍛造プレスで原材料を成型する作業を行わ せる際、労働者が身体の一部を挟まれるお それのあるにもかかわらず安全装置を設け ていなかったもの	2024-08-28	active	
（株）アクトプロダクツ	愛知県弥富市	愛知労働局	2024-09-03			最低賃金法第４条	労働者１名に、１か月分の定期賃金合計約 15万円を支払わなかったもの	2024-09-03	active	
葵工業（株）	千葉県松戸市	神奈川労働局	2025-03-25			労働安全衛生法第20条 労働安全衛生規則第158条	車両系建設機械を用いて作業をする際に、 同機械に接触することによる危険を防止す るための措置を講じていなかったもの	2025-03-25	active	
（株）リーフ	青森県北津軽郡鶴田町	青森労働局	2024-11-26			労働安全衛生法第100条 労働安全衛生規則第97条	虚偽の内容の労働者死傷病報告を所轄労働 基準監督署長に提出したもの	2024-11-26	active	
（株）みなみ製麺	三重県伊勢市村松町	三重労働局	2025-03-10			労働安全衛生法第100条 労働安全衛生規則第97条	休業４日以上を要する労働災害が発生した のに、遅滞なく労働者死傷病報告を報告し なかったもの	2025-03-10	active	
（株）オーイケ	長野県東筑摩軍山形村	長野労働局	2025-03-18			労働安全衛生法第20条 労働安全衛生規則第151条の６	フォークリフトを用いて作業を行う際、 フォークリフトの転落防止措置を講じるこ となく作業を行わせたもの	2025-03-18	active	
（株）美令	山口県柳井市	山口労働局	2025-03-27			労働基準法第24条	労働者６名に対し３か月分の賃金合計約 350万円を支払わなかったもの	2025-03-27	active	
ヒルタ工業（株） 総社工場	岡山県総社市	岡山労働局	2024-07-12			労働安全衛生法第20条 クレーン等安全規則第26条	天井クレーンを用いて吊り上げた工作機械 の上で作業を行ったもの	2024-07-12	active	
松村土木	愛知県豊田市	岐阜労働局	2025-03-18			労働安全衛生法第100条 労働安全衛生規則第97条	労働災害が発生したにもかかわらず、労働 者死傷病報告を遅滞なく提出していなかっ たもの	2025-03-18	active	
（有）古口自動車	栃木県宇都宮市	栃木労働局	2025-03-10			最低賃金法第４条	労働者２名に、約２か月分の定期賃金合計 約300万円を支払わなかったもの	2025-03-10	active	
双日オートグループ大阪 （株） 門真サービスセン ター	大阪府大阪市福島区	大阪労働局	2024-09-24			労働安全衛生法第21条 労働安全衛生規則第519条 労働者派遣法第45条	高さ約13ｍの作業床上で、囲い等の墜落防 止措置を講じることなく労働者に作業を行 わせたもの	2024-09-24	active	
共生運輸（株）	大阪府摂津市	大阪労働局	2025-03-14			労働安全衛生法第21条 労働安全衛生規則第151条の70	労働者に100キログラム以上の荷を貨物自 動車に積み込む作業を行わせるにあたり当 該作業を指揮する者を定めなかったもの	2025-03-14	active	
（株）ワオコミュニケーショ ンズ	神奈川県川崎市中原区	神奈川労働局	2025-03-19			最低賃金法第４条	労働者５名に、４か月間分の定期賃金合計 約566万円を支払わなかったもの	2025-03-19	active	
個人事業主	宮城県登米市	宮城労働局	2025-03-06			労働安全衛生法第21条 労働安全衛生規則第483条	悪天候のため、伐木作業を行わせるにあた り、危険が予想されたのにもかかわらず、 当該作業に労働者を従事させたもの	2025-03-06	active	
うらかわ優駿の里振興（株）	北海道浦河郡浦河町	北海道労働局	2025-03-17			労働基準法第32条	労働者２名に、36協定の延長時間を超える 違法な時間外労働を行わせたもの	2025-03-17	active	
（株）吉川製作所	大阪府松原市	大阪労働局	2025-03-19			労働安全衛生法第20条 労働安全衛生規則第131条	プレス機械を使用して金属の曲げ作業を行 わせるに際し、同プレス機械に安全装置を 取り付ける等必要な措置を講じなかったも の	2025-03-19	active	
新三興物流（株）	大阪府摂津市	大阪労働局	2025-03-25			労働基準法第32条	労働者４名に、36協定の延長時間を超えて 違法な時間外労働を行わせたもの	2025-03-25	active	
（株）ｍｙｕ ｔｈｅＣｏｐ ａ	神奈川県川崎市川崎区	神奈川労働局	2024-11-19			労働基準法第24条	労働者12名に、約７か月間の定期賃金合計 約2,400万円を支払わなかったもの	2024-11-19	active	
（株）香川建設	大分県佐伯市	大分労働局	2025-03-17			労働安全衛生法第21条 労働安全衛生規則第519条	高さ約３ｍの解体中の建屋２階床上で、要 求性能墜落制止用器具を使用させる等墜落 防止措置を講じることなく労働者に作業を 行わせたもの	2025-03-17	active	
（有）和歌山住宅サービス	和歌山県和歌山市	和歌山労働局	2024-12-25			労働基準法第24条	労働者１名に対し、１か月分の定期賃金合 計約２万円を支払わなかったもの	2024-12-25	active	
（株）仲心	広島県福山市	広島労働局	2025-02-04			労働安全衛生法第23条 労働安全衛生規則第540条	作業場内に、労働者が使用するための安全 な通路を設けていなかったもの	2025-02-04	active	
南九州福山通運（株）	熊本市東区	熊本労働局	2025-03-12			労働安全衛生法第100条 労働安全衛生規則第97条	虚偽の内容を記載した労働者死傷病報告を 提出したもの	2025-03-12	active	
（株）ｅｌｆ ｐｒｏｊｅｃ ｔ	広島県広島市佐伯区	広島労働局	2025-04-28			最低賃金法第４条	労働者８名に、２か月分の定期賃金約415 万円を支払わなかったもの	2025-04-28	active	
（株）森久エンジニアリング	兵庫県神戸市北区	兵庫労働局	2025-03-24			最低賃金法第４条	労働者３名に、３か月分の定期賃金合計約 140万円を支払わなかったもの	2025-03-24	active	
東海建設（株）	静岡県賀茂郡河津町	静岡労働局	2025-03-19			労働安全衛生法第20条 労働安全衛生規則第164条	クレーン機能を有していないドラグ・ショ ベルを使用して、荷のつり上げ作業を行っ たもの	2025-03-19	active	
大館桂工業（株）	秋田県大館市	秋田労働局	2025-04-22			労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害につい て、虚偽の内容を記載した労働者死傷病報 告書を提出したもの	2025-04-21	active	
（株）倉角	大阪府八尾市	大阪労働局	2025-03-17			労働安全衛生法第14条 労働安全衛生規則第133条	プレス機械を五台以上有する事業場におい て、労働者にプレス機械を用いて作業を行 わせるにあたり、プレス機械作業主任者を 選任していなかったもの	2025-03-17	active	
（株）ゼウス	大分県大分市	大分労働局	2025-02-04			労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告を提出 しなかったもの	2025-02-04	active	
一興	山形県東村山郡山辺町	山形労働局	2025-04-24			労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告を提出 しなかったもの	2025-04-24	active	
（株）あわじ浜離宮	兵庫県南あわじ市	兵庫労働局	2025-03-19			労働基準法第36条	労働者１名に、月100時間以上の違法な時 間外・休日労働を行わせたもの	2025-03-19	active	
（株）ソウシン	宮城県仙台市	福島労働局	2024-08-09			労働安全衛生法第20条 労働安全衛生規則第563条	棚足場の開口部に、手すり及び中桟を設け る等の墜落防止措置を講じなかったもの	2024-08-09	active	
中島製パン（株）	長野県長野市	長野労働局	2025-02-19			最低賃金法第４条	労働者10名に、９か月間の定期賃金合計約 1,000万円を支払わなかったもの	2025-02-19	active	
（株）コウエイ	福島県いわき市	福島労働局	2025-03-17			労働安全衛生法第66条 労働安全衛生法施行令第22条 特定化学物質障害予防規則第39条	有害な溶接ヒュームを取り扱う作業に常時 従事する労働者に対し、６月以内ごとに１ 回、定期に、医師による特定化学物質健康 診断を行わなかったもの。	2025-03-17	active	
（株）ＭＯＲＩ ＥＮＧＩＮ ＥＥＲＩＮＧ	群馬県前橋市	群馬労働局	2025-01-17			労働安全衛生法第20条 労働安全衛生規則第329条	高圧受電設備で整線作業を行わせるに当た り、労働者が充電部分に接触し感電するお それがあったのに、これを防止する必要な 措置を講じなかったもの	2025-01-17	active	
（株）大阪西物流	大阪府摂津市	大阪労働局	2025-03-24			労働基準法第32条	自動車運転者２名に、36協定の延長時間を 超えて違法な時間外労働を行わせたもの	2025-03-24	active	
（同）ＨＯＰＥ ｔｏ ｔｈｅ Ｆｕｔｕｒｅ	長野県上伊那郡辰野町	長野労働局	2024-07-24			最低賃金法第４条	労働者15名に、７か月間の定期賃金合計約 400万円を支払わなかったもの	2024-07-24	active	
（株）一藤園	神奈川県横須賀市	神奈川労働局	2025-03-25			労働安全衛生法第21条 労働安全衛生規則第477条	直径約50センチメートル、高さ約12メート ルの立木を伐木する作業を行わせる際、伐 木作業における危険の防止措置を講じな かったもの	2025-03-25	active	
（株）小川組	岐阜県不破郡	愛知労働局	2024-10-15			労働安全衛生法第21条 労働安全衛生規則第151条の70 労働者派遣法第45条	重量約３トンの梁材を貨物自動車から卸す 作業を行うに当たって、作業指揮者を定め なかったもの	2024-10-15	active	
本吉町森林組合	宮城県気仙沼市	宮城労働局	2025-04-11			労働安全衛生法第21条 労働安全衛生規則第477条	伐倒の際に待避する場所をあらかじめ定め ることなく労働者に伐木作業を行わせたも の	2025-04-11	active	
（株）ＡＬＡＭ	鳥取県八頭郡八頭町	鳥取労働局	2025-03-19			労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告書を提 出しなかったもの	2025-03-19	active	
（有）ニックス	大阪府東大阪市	大阪労働局	2025-03-05			労働基準法第37条	労働者１名に、１か月間の時間外労働に対 する割増賃金合計約３万円を支払わなかっ たもの	2025-03-05	active	
（株）大岩	愛知県豊田市	愛知労働局	2024-09-25			労働安全衛生法第32条 労働安全衛生規則第663条	愛知県尾張旭市の工事現場において、墜落 による危険を注文者に申し出ず、労働災害 防止措置を講じなかったもの	2024-09-25	active	
江崎運送（株）	大阪市東住吉区	大阪労働局	2025-03-21			労働安全衛生法第20条 労働安全衛生法施行令第13条	労働者に厚生労働大臣が定めるエレベー ター構造規格に掲げる昇降路の構造を具備 しないエレベーターを使用させたもの	2025-03-21	active	
Ｍｉｒｅｉ Ｄｅｓｉｇｎ Ｌａｂ（株）	愛知県あま市	愛知労働局	2025-03-13			最低賃金法第４条	労働者１名に、１か月分の定期賃金合計約 176万円を支払わなかったもの	2025-03-13	active	
個人事業主	大阪府大阪市住吉区	大阪労働局	2025-03-25			労働安全衛生法第21条 労働安全衛生規則第524条	労働者に屋根補修のためスレート屋根上で 作業を行わせるにあたり、スレート屋根の 踏み抜きによる労働者の危険を防止するた めに必要な措置を講じなかったもの	2025-03-25	active	
（株）サン・福介家	秋田県大仙市	秋田労働局	2025-04-15			労働安全衛生法第20条 労働安全衛生規則第122条	木材加工用丸のこ盤で作業させるに当た り、木材の反ぱつ予防装置を設けていな かったもの	2025-04-15	active	
（株）高士組	熊本市中央区	熊本労働局	2025-03-12			労働安全衛生法第23条 労働安全衛生規則第540条	作業場に通ずる場所及び作業場内に安全な 通路を設けなかったもの	2025-03-12	active	
（株）手なおし屋	群馬県伊勢崎市	群馬労働局	2025-02-27			最低賃金法第４条	労働者１名に、２か月分の定期賃金合計約 40万円を支払わなかったもの	2025-02-27	active	
（株）コメットクリーン	愛媛県新居浜市	愛媛労働局	2025-04-24			労働安全衛生法第20条 労働安全衛生規則第104条	機械の運転を開始する際、一定の合図を定 めず、合図する者を指名しなかったもの	2025-04-24	active	
アカル工業（株）	愛知県津島市	愛知労働局	2025-02-20			労働安全衛生法第100条 労働安全衛生法第120条 労働安全衛生規則第97条	虚偽の内容を記載した労働者死傷病報告を 提出したもの	2025-02-20	active	
（株）ＬＡＭＵＴＡＲＡ	山梨県笛吹市	山梨労働局	2025-01-09			労働基準法第32条 労働基準法第40条 労働基準法第101条	36協定の締結・届出無く労働者３人に１日 ８時間を超えて違法な時間外労働を行わ せ、当該事項に対する労働基準監督官の調 査に対し虚偽の陳述を行ったもの	2025-01-09	active	
（株）須江製作所	名古屋市北区	愛知労働局	2025-03-25			最低賃金法第４条	労働者２名に、１か月分の定期賃金合計約 50万円を支払わなかったもの	2025-03-25	active	
Ｔ．Ｒ．Ｅ．	長野県中野市	長野労働局	2025-03-24			労働安全衛生法第59条 労働安全衛生規則第36条	足場の解体に係る業務を行わせるにあた り、当該業務に関する特別教育を行ってい なかったもの	2025-03-24	active	
九宝工業（株）	福岡市博多区	福岡労働局	2024-12-17			労働安全衛生法第14条 労働安全衛生規則第360条	地山の掘削作業主任者に、職務を行わせな かったもの	2024-12-17	active	
個人事業主	福岡県北九州市	石川労働局	2025-03-18			労働安全安衛法第21条 労働安全衛生規則第519条	公費解体現場における高さ約2メートルの 屋根上で、要求性能墜落制止用器具を使用 させることなく労働者に作業を行わせたも の	2025-03-18	active	
（株）アイケーホーム	愛知県一宮市	愛知労働局	2025-02-03			労働安全衛生法第120条 労働安全衛生規則第97条	約１か月の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告書を提 出しなかったもの	2025-02-03	active	
田口食品（株） 相生デザー ト工場	兵庫県相生市	兵庫労働局	2025-03-24			労働基準法第36条	労働者11名に、月100時間以上の違法な時 間外・休日労働を行わせたもの	2025-03-24	active	
さくら板金（株）	秋田県秋田市	秋田労働局	2025-02-18			労働安全衛生法第20条 労働安全衛生規則第158条	ドラグ・ショベルを用いて、木の伐採作業 等を行うにあたり、接触することにより危 険が生じる箇所に労働者を立ち入らせたも の	2025-02-18	active	
（株）坂本工業 古賀リサイ クルセンター	福岡市東区	福岡労働局	2024-12-10			労働安全衛生法第20条 労働安全衛生規則第158条	車両系建設機械を用いて作業を行う際、接 触防止措置を講じず、労働者を危険な場所 に立ち入らせたもの	2024-12-10	active	
（株）帯広白樺カントリーク ラブ	北海道河東郡音更町	北海道労働局	2025-03-12			労働安全衛生法第21条 労働安全衛生規則第477条	立木をチェーンソーで伐倒しようとする労 働者に対し、受け口を作らせていなかった もの	2025-03-12	active	
（株）ミタニ産業	岡山県苫田郡	岡山労働局	2025-04-15			最低賃金法第４条	労働者12名に、４か月間の定期賃金合計約 150万円を支払わなかったもの	2025-04-15	active	
（株）朱音	滋賀県東近江市	滋賀労働局	2025-03-25			労働安全衛生法第20条 労働安全衛生規則第164条	ドラグ・ショベルをトラックの荷台に積み 込む作業を行う際に、ドラグ・ショベルを 主たる用途以外の用途に使用したもの		active	
（株）前田建設	北海道苫前郡初山別村	北海道労働局	2025-03-10			労働安全衛生法第20条 労働安全衛生規則第158条	車両系建設機械を用いて作業を行う際に、 運転中の同機械と労働者との接触防止措置 を講じていなかったもの	2025-03-10	active	
（株）栃木県畜産公社	栃木県芳賀郡芳賀町	栃木労働局	2024-07-03			労働安全衛生法第21条 労働安全衛生規則第533条	丈夫なさくの設置等転落による危険防止措 置を講じることなく、労働者に汚泥貯槽内 の水位の確認作業を行わせたもの	2024-07-03	active	
（株）三陽荘	高知県土佐市	高知労働局	2025-03-06			労働基準法第37条	労働者１名に１年３か月分の法定時間外労 働に対する割増賃金を支払わなかったもの	2025-03-06	active	
（株）松本商店 大分営業 所・大分工場	大分県速見郡日出町	大分労働局	2024-10-11			労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の労働者に、つり上げ荷重１トン以 上のクレーンの玉掛けの業務を行わせたも の	2024-10-11	active	
日本シール工業（株） 出石 工場	大阪府大阪市都島区	兵庫労働局	2024-05-21			労働安全衛生法第20条 労働安全衛生規則第107条	印刷機械のロールを掃除させる際、同機械 の運転を停止させなかったもの	2024-05-21	active	
三重第一交通（株）	三重県津市寿町	三重労働局	2025-04-02			労働基準法第32条	労働者１名に、36協定の延長時間を超える 違法な時間外労働を行わせたもの	2025-04-02	active	
トーワ金属（株）	大阪府東大阪市	大阪労働局	2025-01-09			労働安全衛生法第61条 労働安全衛生法施行令第20条	法令の定めるフォークリフトの運転資格が ないのに、最大荷重1.45トンのフォークリ フトの運転の業務を行ったもの	2025-01-09	active	
（株）アスリート・ギフト	長野県長野市	長野労働局	2025-03-04			最低賃金法第４条	労働者12名に、７か月間の定期賃金合計約 700万円を支払わなかったもの	2025-03-04	active	
えちご上越農業協同組合	新潟県上越市	神奈川労働局	2025-04-18			労働安全衛生法第20条 労働安全衛生規則第151条の7	フォークリフトの接触防止を行わなかった もの	2025-04-18	active	
南波建設（株）	群馬県吾妻郡東吾妻町	群馬労働局	2025-02-19			労働安全衛生法第20条 労働安全衛生規則第151条の３	積載型トラッククレーンを用いて、荷の運 搬業務を行わせるに際し、予め作業計画を 定めず作業を行わせたもの	2025-02-19	active	
ＪＫソーラーコーポレーショ ン	群馬県伊勢崎市	群馬労働局	2025-03-17			労働安全衛生法第20条 労働安全衛生規則第164条	トラクターショベルを高所作業を行う際 に、作業床として使用させたもの	2025-03-17	active	
シンコールマテリアル（株）	名古屋市中川区	愛知労働局	2024-10-24			労働安全衛生法第20条 労働安全衛生規則第151条の13	フォークリフトの乗車席以外の箇所に労働 者を乗せ作業を行わせたもの	2024-10-24	active	
タクミ電業（株）	宮城県仙台市	宮城労働局	2025-02-20			労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の労働者に、最大荷重2.45トンの フォークリフトの運転の業務に就かせたも の	2025-02-20	active	
中国陸運（株）	広島県廿日市市	岡山労働局	2025-04-02			労働基準法第36条	労働者３名に、月100時間以上の違法な時 間外労働を行わせたもの	2025-04-02	active	
（有）成瀬舗設	東京都町田市	神奈川労働局	2025-03-12			労働安全衛生法第20条 労働安全衛生規則第157条	整地工事現場において、ローラーを使用し て地面の転圧作業を行うに当たり、当該 ローラーが転倒又は転落することを防止す るために誘導員を配置していなかったもの	2025-03-12	active	
（株）熱錦	岐阜県羽島郡岐南町	岐阜労働局	2025-03-17			最低賃金法第４条	労働者５名に、４か月分の定期賃金合計約 430万円を支払わなかったもの	2025-03-17	active	
（株）ライクサポート	岐阜県中津川市福岡	岐阜労働局	2025-03-17			最低賃金法第４条	労働者18名に、３か月分の定期賃金合計約 559万円を支払わなかったもの	2025-03-17	active	
（株）マルハリ	神奈川県厚木市	神奈川労働局	2025-03-19			労働基準法第35条	労働者１名に、36協定で定めた法定休日労 働の限度回数を超える違法な休日労働を行 わせたもの	2025-03-19	active	
（有）マルト綜建	兵庫県加古川市	兵庫労働局	2025-03-21			労働安全衛生法第21条 労働安全衛生規則第534条	深さ約３ｍの明り掘削個所で、地山の崩壊 等を防止する措置を講じることなく労働者 に作業を行わせたもの	2025-03-21	active	
（株）ＳＨＩＮ企画	長崎県長崎市	長崎労働局	2025-03-06			労働安全衛生法第31条 労働安全衛生規則第653条	高さ約17.5メートルの作業床の端で、囲い 等の墜落防止措置を講じることなく請負人 の労働者に作業を行わせたもの	2025-03-06	active	
三ヶ根運輸（株）	愛知県西尾市	愛知労働局	2025-02-20			労働基準法第32条	36協定の延長時間を超える違法な時間外労 働を行わせたもの	2025-02-20	active	
（有）竹内化工機	徳島県板野郡上板町	徳島労働局	2025-03-14			労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の労働者に、つり上げ荷重が１トン 以上のクレーンの玉掛け作業を行わせたも の	2025-03-14	active	
久保田運輸倉庫（株） 堀下 倉庫	群馬県伊勢崎市	群馬労働局	2025-02-21			労働基準法第32条 労働基準法第36条	時間外労働・休日労働に関する協定で定め た延長時間の限度時間を超えて、時間外労 働を行わせたもの	2025-02-21	active	
久嶋林業（同）	宮崎県日南市	宮崎労働局	2024-05-02			労働安全衛生法第20条 労働安全衛生規則第151条の92	車両系木材伐出機械を用いて、傾斜地の作 業路開設作業を行わせるにあたり、誘導者 を配置していなかったもの	2024-05-02	active	
（株）富士製作所	山梨県甲府市	山梨労働局	2024-09-19			労働基準法第32条	労働者１名に、36協定の延長時間を超え、 かつ、１か月100時間以上及び複数月平均 80時間を超える違法な時間外・休日労働を 行わせたもの	2024-09-19	active	
笹徳印刷（株）	愛知県豊明市	愛知労働局	2024-12-16			労働安全衛生法第20条 労働安全衛生規則第107条	垂直搬送機の調整作業時に、運転を停止し なかったもの	2024-12-16	active	
（株）Ｂｌｏｏｍｉｎｇ	群馬県伊勢崎市	群馬労働局	2025-02-27			最低賃金法第４条	労働者３名に、最大３か月分の定期賃金合 計約110万円を支払わなかったもの	2025-02-27	active	
（株）宗家日本印相協会	山梨県甲府市	山梨労働局	2024-09-30			最低賃金法第４条	労働者８名に、４か月間の定期賃金合計約 384万円を支払わなかったもの	2024-09-30	active	
